0,-0.573004624,-1.200660244,691.8016951,0.023346093,0.020522009,-0.015987916
0.2,-0.573004917,-1.200659153,699.3991327,0.743579475,-0.270387248,-0.00642334
0.4,-0.573005803,-1.200659751,686.5322738,1.583996431,-0.37361426,-0.059822512
0.6,-0.573004261,-1.20066076,703.4593834,2.349328107,-0.596324082,-0.028277476
0.8,-0.573005104,-1.200660892,706.336035,3.132693218,-0.822000003,-0.058921674
1,-0.573004573,-1.200660977,702.445453,3.908821536,-0.932656488,-0.019814203
1.2,-0.573005127,-1.200660272,709.730123,4.739424934,-1.207271021,0.055992498
1.4,-0.573004124,-1.200661079,709.709299,5.397396352,-1.426700173,0.036023663
1.6,-0.57300355,-1.200662228,692.8792061,6.177467327,-1.65034401,0.020276081
1.8,-0.573004524,-1.200661107,702.3699606,6.978347179,-1.833524798,-0.034243697
2,-0.573002928,-1.200660841,702.458597,7.777272613,-2.011474859,0.035698769
2.2,-0.573003712,-1.200661079,712.2835676,8.556891806,-2.314111744,-0.127813621
2.4,-0.573003351,-1.200660006,687.2031044,9.30810001,-2.545343948,-0.046079002
2.6,-0.57300277,-1.200660955,698.9307787,10.04154782,-2.673239384,-0.054620196
2.8,-0.57300329,-1.200660767,713.474927,10.8946969,-2.884988895,0.060211536
3,-0.573002889,-1.200659392,698.2663781,11.59474124,-3.089067047,-0.01005005
3.2,-0.573000911,-1.200663002,688.2642505,12.43138962,-3.358181779,-0.013542488
3.4,-0.573001192,-1.200661655,717.7983444,13.17914117,-3.482844129,-0.028148557
3.6,-0.573001219,-1.200661313,702.8089307,13.88472963,-3.78498342,-0.028220302
3.8,-0.573000106,-1.200661111,704.5450573,14.76059478,-4.000907267,-0.014804798
4,-0.572999142,-1.200661204,701.3214122,15.50438696,-4.154408626,-0.000258755
4.2,-0.572999512,-1.200660664,704.4384548,15.46463561,-4.122205949,-0.124136547
4.4,-0.572999714,-1.200663321,701.3414218,15.42844597,-4.092772252,-0.257354698
4.6,-0.57299872,-1.20066177,709.6861581,15.38563089,-4.201264383,-0.40269735
4.8,-0.572998343,-1.200663092,697.5156059,15.44015679,-4.161975536,-0.6024696
5,-0.572997764,-1.200661835,694.3700588,15.43219356,-4.108176238,-0.726702424
5.2,-0.572997559,-1.200661253,712.1072405,15.43965724,-4.249030139,-0.801660763
5.4,-0.5729947,-1.200663536,706.1992272,15.36665115,-4.118619969,-0.955537665
5.6,-0.572995999,-1.200662629,679.7493068,15.52303214,-4.126148124,-1.12873617
5.8,-0.572995654,-1.200664448,697.539646,15.45948973,-4.1260446,-1.279789352
6,-0.572995558,-1.200663896,703.0379518,15.40518619,-4.111128189,-1.402735215
6.2,-0.572994902,-1.200664001,696.837535,15.4451775,-4.085073036,-1.554531915
6.4,-0.572995911,-1.200664128,697.9597336,15.32093088,-4.083778576,-1.645502598
6.6,-0.572993742,-1.200664806,690.8513632,15.36530666,-4.21286695,-1.728363262
6.8,-0.57299305,-1.200663568,701.2138139,15.25224228,-4.155804814,-2.004688213
7,-0.572993004,-1.200664878,718.7838612,15.33119082,-4.14979546,-2.080249143
7.2,-0.572992804,-1.200664174,695.7997171,15.37665,-3.973654687,-2.218402588
7.4,-0.572991776,-1.20066587,694.3431632,15.26620266,-4.021871135,-2.232659522
7.6,-0.57299231,-1.200664614,714.9529383,15.36332859,-4.003224691,-2.528582902
7.8,-0.572992458,-1.200664036,716.3205342,15.32673998,-3.992742542,-2.659728231
8,-0.572988815,-1.200663728,724.4456013,15.2358312,-4.124930924,-2.844548738
8.2,-0.57298899,-1.200664524,712.6472814,15.18785065,-4.038446436,-2.750717594
8.4,-0.572988425,-1.200666093,719.8371094,15.16965133,-4.096265176,-2.735831127
8.6,-0.572989747,-1.200663778,693.6453574,15.24123682,-4.183708884,-2.816643715
8.8,-0.572989156,-1.200666359,705.9936735,15.16845463,-4.087801214,-2.683509725
9,-0.572987873,-1.200666836,700.0530986,15.14150035,-4.062723666,-2.821646826
9.2,-0.572986761,-1.200666556,696.9089342,15.16832396,-4.033847895,-2.792175835
9.4,-0.572986789,-1.200667593,713.640858,15.26038746,-4.06842607,-2.713076048
9.6,-0.572985779,-1.200668354,721.9624349,15.28883305,-4.120118303,-2.668753939
9.8,-0.572986615,-1.200665264,709.0011826,15.31823701,-4.026900559,-2.603383723
10,-0.57298555,-1.200666428,711.2729944,15.27643409,-4.106794364,-2.726120677
10.2,-0.572985736,-1.200665856,686.7835516,15.23401616,-4.079864658,-2.843269795
10.4,-0.57298194,-1.200668032,712.5959051,15.30570481,-4.118764294,-2.856449846
10.6,-0.572984391,-1.200666854,702.7768834,15.16978109,-4.124769482,-2.836515655
10.8,-0.572983821,-1.200667506,712.7166929,15.2284492,-4.083113738,-2.682885761
11,-0.572984687,-1.200668591,708.4097398,15.18937152,-4.089668926,-2.76234097
11.2,-0.572982743,-1.200668652,724.6043809,15.27335928,-4.107903108,-2.784275563
11.4,-0.572982525,-1.200666753,715.803404,15.25443219,-4.017583134,-2.814808791
11.6,-0.572981674,-1.200667938,733.0242842,15.20304603,-4.090324442,-2.8402628
11.8,-0.572980416,-1.200666517,729.8152076,15.18875256,-4.030336721,-2.812880675
12,-0.572981389,-1.200669811,708.4114319,15.24157771,-4.045363545,-2.816033457
12.2,-0.572980302,-1.200667629,710.3195398,15.21557164,-4.170409192,-2.833902744
12.4,-0.572980707,-1.200668514,723.326995,15.1827549,-4.074592766,-2.830779235
12.6,-0.572979094,-1.200667919,700.2490357,15.15701685,-4.134655317,-2.788991815
12.8,-0.57297816,-1.200669115,723.3861359,15.25652421,-4.041717606,-2.830285722
13,-0.572978627,-1.20066804,726.9776858,15.14915621,-3.98054198,-2.831804165
13.2,-0.572978883,-1.200669686,736.9849141,15.12964878,-4.125536769,-2.703538815
13.4,-0.572976195,-1.200669777,745.0405747,15.31141239,-4.069181383,-2.521865567
13.6,-0.572976906,-1.200668959,720.8858792,15.30237282,-4.128838142,-2.304370228
13.8,-0.572975398,-1.200670275,725.814731,15.25494101,-4.08139698,-2.230117837
14,-0.572976962,-1.200669527,712.4759196,15.35165628,-4.179446507,-2.088787336
14.2,-0.572976351,-1.200667819,713.0917444,15.36971992,-4.036658757,-1.884619044
14.4,-0.572974838,-1.200669342,716.6534982,15.34447325,-4.145243574,-1.822375685
14.6,-0.57297525,-1.200668874,722.6030807,15.42526819,-4.139633802,-1.631476922
14.8,-0.572974555,-1.200669643,714.1136573,15.39946083,-4.17110695,-1.616343597
15,-0.572973706,-1.200669788,723.9152233,15.40462547,-4.127646935,-1.437413763
15.2,-0.572973007,-1.20067045,721.0456356,15.3461572,-4.13676804,-1.260511067
15.4,-0.572971443,-1.200670886,718.815395,15.34103449,-4.150098682,-1.192066498
15.6,-0.572973266,-1.200669875,708.8384288,15.39648689,-4.167418351,-0.966400282
15.8,-0.572971486,-1.200671567,713.0949279,15.37446436,-4.10086171,-0.876734565
16,-0.572970217,-1.200671431,728.8273564,15.49155389,-4.196996921,-0.674398384
16.2,-0.572971314,-1.200671611,740.6092116,15.45458421,-4.120014678,-0.506469405
16.4,-0.57297019,-1.200672664,734.0137277,15.37644544,-4.155526434,-0.452785491
16.6,-0.57297039,-1.200672443,720.7194871,15.53082867,-4.203766284,-0.258499616
16.8,-0.572968876,-1.200671167,726.6855548,15.40264845,-4.134350854,-0.18508192
17,-0.572969521,-1.200672829,724.0008542,15.39024843,-4.069012208,0.025783881
17.2,-0.572967964,-1.200672477,729.1496596,15.51859516,-4.124452573,0.015902994
17.4,-0.572967818,-1.200672201,726.1122239,15.36472553,-4.164028088,0.014631035
17.6,-0.572969338,-1.200671899,729.3647377,15.45878537,-4.156356223,-0.001788374
17.8,-0.572966239,-1.200672038,705.770075,15.55180738,-4.200026957,0.005472272
18,-0.572965556,-1.200670179,724.295435,15.43084221,-4.19221531,-0.037825123
18.2,-0.572966993,-1.200672697,726.2058475,15.47922518,-4.203490529,0.046839841
18.4,-0.572964563,-1.200673362,717.6349555,15.51144601,-4.174946628,0.025034335
18.6,-0.572964313,-1.200673779,725.3567493,15.45198639,-4.210518936,0.040988127
18.8,-0.572965305,-1.20067366,741.6740753,15.39685017,-4.195397299,0.012004639
19,-0.572963839,-1.200672253,728.1778541,15.47073863,-4.077812737,0.126813791
19.2,-0.572963204,-1.200674411,710.2757743,15.48440852,-4.147946976,-0.043358031
19.4,-0.572961204,-1.200672931,731.7889664,15.38470976,-4.187243436,0.094569827
19.6,-0.572962458,-1.200674179,728.1519915,15.43244887,-4.088036035,0.097959835
19.8,-0.572962561,-1.200673791,725.4941943,15.47046766,-4.167411727,-0.028751655
20,-0.572961927,-1.200674744,737.9976976,15.43152462,-4.056254054,-0.012450014
20.2,-0.57296039,-1.20067266,744.2891368,15.53423466,-4.108907999,0.03918399
20.4,-0.572960988,-1.200674992,725.0788237,15.50223539,-4.154762408,-0.001414916
20.6,-0.572961235,-1.200675611,719.6315642,15.42150983,-4.167740901,0.004668652
20.8,-0.572959997,-1.200674083,711.7397435,15.46695657,-4.185657202,-0.004859621
21,-0.572959822,-1.200673958,738.6371893,15.49964787,-4.173080981,0.016272979
21.2,-0.572959777,-1.200675037,736.1904655,15.41969353,-4.152633578,-0.03686146
21.4,-0.572958992,-1.200674952,739.7341311,15.49921767,-4.20324025,-0.076776301
21.6,-0.572958663,-1.200673295,737.1544298,15.59362485,-4.150624442,-0.035041154
21.8,-0.572957377,-1.200677387,741.4807343,15.37717454,-4.115929518,0.02004262
22,-0.572957371,-1.200674789,736.3319701,15.47294772,-4.157452159,0.090707095
22.2,-0.572956223,-1.200675269,732.3104473,15.46256783,-4.108033849,0.036815535
22.4,-0.572955687,-1.200676597,729.4812764,15.46170427,-4.170956426,0.062482041
22.6,-0.572955413,-1.200677182,717.9774035,15.46689061,-4.141897627,-0.088309321
22.8,-0.572955178,-1.200677606,718.4179207,15.43497605,-4.116331447,0.002194495
23,-0.57295356,-1.200677097,709.8665248,15.47363356,-4.226152953,0.023913757
23.2,-0.572954119,-1.20067836,713.9793754,15.41754865,-4.133590797,-0.046459727
23.4,-0.572954462,-1.20067806,729.6701756,15.39005202,-4.141914141,-0.083113013
23.6,-0.572951486,-1.200676742,735.6703111,15.48152753,-4.135456181,-0.010661328
23.8,-0.572951339,-1.200678598,725.3742716,15.49217092,-4.136594058,0.02638595
24,-0.572953062,-1.200676862,729.0811604,15.51121699,-4.16783887,-0.036846139
24.2,-0.57295074,-1.200677433,753.8573572,15.41014283,-4.137039718,0.064569467
24.4,-0.572950869,-1.200675893,742.4505137,15.44356836,-4.122284434,-0.047068721
24.6,-0.572949974,-1.200679338,735.0091234,15.51162413,-4.171538617,-0.071516418
24.8,-0.572949986,-1.200679019,723.9560189,15.42869792,-4.210696224,-0.044404964
25,-0.572949152,-1.200678729,735.2648795,15.38612666,-4.182231122,-0.042222066
25.2,-0.572949245,-1.200678768,742.4512877,15.4304584,-4.065966351,0.049309935
25.4,-0.572949231,-1.200678351,732.9005974,15.41362287,-4.162541578,0.021194576
25.6,-0.572948153,-1.200677929,727.7754836,15.50118441,-4.23418072,-0.04723905
25.8,-0.572947183,-1.200677716,730.1487276,15.4484316,-4.065952404,-0.044199436
26,-0.572946552,-1.2006787,726.1323766,15.37957042,-4.106510422,0.00193334
26.2,-0.572946373,-1.200679793,723.1025993,15.57134484,-4.095635915,0.064541869
26.4,-0.572946447,-1.200679931,712.2586084,15.45244438,-4.177798696,-0.009990436
26.6,-0.57294407,-1.200681621,723.5623599,15.40513943,-4.209945281,-0.027921443
26.8,-0.572946032,-1.200680286,736.3139918,15.47035803,-4.140775542,-0.018916293
27,-0.572945621,-1.200680566,728.9002586,15.39523066,-4.127557891,0.022105685
27.2,-0.572943183,-1.200679838,736.814729,15.44118696,-4.054574676,-0.021962079
27.4,-0.572944987,-1.200679412,714.7489254,15.4705904,-4.154796612,0.095019456
27.6,-0.572943682,-1.200679652,714.6747756,15.37228479,-4.101074629,0.011262126
27.8,-0.572941265,-1.200680293,726.9650523,15.41131962,-4.144313294,0.055995542
28,-0.572941278,-1.200680577,730.239987,15.44631025,-4.099659968,0.052361521
28.2,-0.572942111,-1.200680259,730.5051161,15.43587506,-4.085763053,-0.052340383
28.4,-0.572940768,-1.200678894,714.2012686,15.47970709,-4.095413468,0.020772029
28.6,-0.572939823,-1.200680377,721.4951946,15.44869461,-4.125321279,-0.068435332
28.8,-0.572940757,-1.200679991,721.2604821,15.54521078,-4.17315924,0.044220086
29,-0.572939451,-1.200681127,726.757315,15.46926755,-4.220172699,-0.038255866
29.2,-0.572938769,-1.200679777,726.3054433,15.46185767,-4.158807532,0.02105634
29.4,-0.572938468,-1.200681187,717.9719384,15.46155415,-4.154409664,0.029463912
